name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;237;0;629;3107;1290;3107;939;0
header;249;117;249;150;1887;150;1887;117
A;423;197;423;209;431;209;431;197
A;874;825;874;841;882;841;882;825
A;790;863;790;878;800;878;800;863
B;863;863;863;890;897;890;897;863
D;838;872;838;890;847;890;847;872
B;579;919;579;937;588;937;588;919
C;582;1151;582;1170;597;1170;597;1151
B;628;1428;628;1444;637;1444;637;1428
A;958;1547;958;1563;969;1563;969;1547
C;1040;1717;1040;1744;1060;1744;1060;1717
B;663;2034;663;2052;677;2052;677;2034
D;1038;2386;1038;2415;1060;2415;1060;2386
A;734;2893;734;2905;742;2905;742;2893
