name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;374;0;467;3107;1786;3107;1467;0
header;176;175;176;211;1808;211;1808;175
A;971;240;971;268;994;268;994;240
B;976;911;976;939;997;939;997;911
A;558;1537;558;1549;565;1549;565;1537
C;972;1577;972;1605;993;1605;993;1577
D;969;2246;969;2273;991;2273;991;2246
A;879;2270;879;2282;886;2282;886;2270
A;1677;2580;1677;2587;1684;2587;1684;2580
A;534;2665;534;2668;538;2668;538;2665
A;623;2675;623;2678;627;2678;627;2675
A;1745;2828;1745;2831;1748;2831;1748;2828
A;1743;2841;1743;2843;1745;2843;1745;2841
C;463;2858;463;2886;488;2886;488;2858
A;1751;2861;1751;2863;1754;2863;1754;2861
